Student_ID,Study_Hours_Per_Week,Attendance_Percent,Quiz_Avg_Score,Sleep_Hours_Per_Night,Social_Media_Hours_Per_Day,Previous_GPA,Extracurricular_Activities,Parent_Education_Level,Current_GPA,Final_Score,Pass_Fail,Grade,Risk_Level,Parent_Education_Level_Encoded,Pass_Fail_Encoded,Grade_Encoded,Risk_Level_Encoded,Study_Efficiency,Sleep_Study_Ratio,Social_Media_Risk,Attendance_Study_Product,Study_Hours_Per_Week_scaled,Attendance_Percent_scaled,Quiz_Avg_Score_scaled,Sleep_Hours_Per_Night_scaled,Social_Media_Hours_Per_Day_scaled,Previous_GPA_scaled,Extracurricular_Activities_scaled,Parent_Education_Level_Encoded_scaled,Study_Efficiency_scaled,Sleep_Study_Ratio_scaled,Social_Media_Risk_scaled,Attendance_Study_Product_scaled,Current_GPA_scaled,Final_Score_scaled,Feature_Set,Cluster,PCA1,PCA2
S1383,0.0,72.7,100.0,5.1,2.7,2.41,1,High School,1.96,48.8,Fail,F,Medium Risk,0,0,3,2,100.0,51.0,0.74,0.0,-2.0986149477724543,-0.5307237464420748,1.721981516529664,-1.3415971257653967,-0.0665726476937684,-0.5127371565347549,0.8509629433967631,-1.1837123327881494,9.085248298984435,5.680510204970217,0.2254539302281157,-1.977641600194937,-0.5689262724914698,0.0952437091819095,"[np.float64(-2.0986149477724543), np.float64(-0.5307237464420748), np.float64(1.7219815165296641), np.float64(-1.3415971257653967), np.float64(-0.0665726476937684), np.float64(-0.5127371565347549), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(9.085248298984437), np.float64(5.680510204970217), np.float64(0.22545393022811577), np.float64(-1.977641600194937), np.float64(-0.5689262724914698), np.float64(0.09524370918190952)]",1,-7.398652545986239,-5.778770522384262
S1384,14.7,95.7,52.9,6.1,3.2,2.57,0,Bachelor,2.18,34.1,Fail,F,High Risk,1,0,3,0,3.37,2.77,0.14,14.07,-0.5623892403531655,1.1891156584466154,-0.7182599470540707,-0.65359859973186,0.126503476708112,-0.2943420307612468,-1.1751393027860062,-0.0774391245749257,-0.2006751186763527,-0.1737212536508068,-0.5883612432580437,-0.2316213175012201,-0.0240251843411712,-1.1878231208896428,"[np.float64(-0.5623892403531655), np.float64(1.1891156584466154), np.float64(-0.7182599470540707), np.float64(-0.65359859973186), np.float64(0.126503476708112), np.float64(-0.2943420307612468), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.20067511867635277), np.float64(-0.17372125365080685), np.float64(-0.5883612432580437), np.float64(-0.23162131750122014), np.float64(-0.024025184341171235), np.float64(-1.1878231208896428)]",0,-0.5664272719371715,-0.0993556413909348
S1385,12.4,90.2,79.8,7.0,0.2,2.6,1,High School,1.92,62.5,Pass,D,Low Risk,0,1,2,1,5.96,3.74,0.02,11.18,-0.8027510857316935,0.7778497137993199,0.6754236064576589,-0.0343999263016767,-1.0319532697031704,-0.2533929446787136,0.8509629433967631,-1.1837123327881494,0.0482179957988769,-0.0559811641865233,-0.7511242779552756,-0.5902566136621897,-0.6679991976097058,1.291027081425466,"[np.float64(-0.8027510857316935), np.float64(0.7778497137993199), np.float64(0.6754236064576589), np.float64(-0.034399926301676716), np.float64(-1.0319532697031704), np.float64(-0.2533929446787136), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(0.04821799579887693), np.float64(-0.05598116418652333), np.float64(-0.7511242779552756), np.float64(-0.5902566136621897), np.float64(-0.6679991976097058), np.float64(1.2910270814254659)]",0,-0.05239232778646392,-1.5374665997187886
S1386,21.5,100.0,71.0,7.4,2.4,2.61,1,High School,2.79,55.0,Pass,D,Medium Risk,0,1,2,2,3.16,2.33,0.0,21.5,0.1482457807659613,1.5106508515345007,0.2194973882084686,0.2407994841117382,-0.1824183223348967,-0.2397432493178696,0.8509629433967631,-1.1837123327881494,-0.2208556414716416,-0.22712912928409,-0.7782514504048142,0.690406450829577,1.4868369237119274,0.6364011477154898,"[np.float64(0.14824578076596134), np.float64(1.5106508515345007), np.float64(0.21949738820846867), np.float64(0.2407994841117382), np.float64(-0.18241832233489674), np.float64(-0.2397432493178696), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.22085564147164163), np.float64(-0.22712912928409007), np.float64(-0.7782514504048142), np.float64(0.690406450829577), np.float64(1.4868369237119274), np.float64(0.6364011477154898)]",0,1.6989612866643906,-1.5101349902218146
S1387,23.4,88.8,91.0,5.8,3.7,2.75,1,Bachelor,2.67,51.8,Pass,D,Medium Risk,1,1,2,2,3.73,1.68,0.41,20.78,0.3468055660786583,0.6731638369800079,1.2556933387748104,-0.8599981575419209,0.3195796011099924,-0.0486475142660494,0.8509629433967631,-0.0774391245749257,-0.1660799367415718,-0.306027127378713,-0.2221444151892719,0.6010578649348027,1.1896181483572192,0.3570940826658998,"[np.float64(0.34680556607865837), np.float64(0.6731638369800079), np.float64(1.2556933387748104), np.float64(-0.8599981575419209), np.float64(0.3195796011099924), np.float64(-0.048647514266049484), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.16607993674157182), np.float64(-0.30602712737871307), np.float64(-0.22214441518927197), np.float64(0.6010578649348027), np.float64(1.1896181483572192), np.float64(0.35709408266589987)]",0,1.2753153335617684,-0.7808339543378299
S1388,38.8,74.6,96.2,7.6,0.5,3.18,1,Master,2.64,65.2,Pass,C,Low Risk,2,1,1,1,2.42,1.35,0.13,28.94,1.9561848786131515,-0.3886500564730097,1.5251042859220594,0.3783991893184451,-0.9161075950620422,0.5382893862502549,0.8509629433967631,1.028834083638298,-0.2919679598931358,-0.3460830341036754,-0.601924829482813,1.6136751717422462,1.1153134545185428,1.5266924175610574,"[np.float64(1.9561848786131513), np.float64(-0.3886500564730097), np.float64(1.5251042859220594), np.float64(0.3783991893184451), np.float64(-0.9161075950620422), np.float64(0.5382893862502549), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(-0.29196795989313584), np.float64(-0.34608303410367547), np.float64(-0.601924829482813), np.float64(1.6136751717422462), np.float64(1.1153134545185428), np.float64(1.5266924175610574)]",0,3.0288737188915964,-0.9856934984968997
S1389,29.5,88.9,65.6,6.3,4.6,3.5,0,High School,2.04,60.0,Pass,D,Medium Risk,0,1,2,2,2.15,1.46,0.51,26.23,0.984286982082581,0.6806413996099594,-0.0602755184444438,-0.5159988945251526,0.6671166250333769,0.9750796377972718,-1.1751393027860062,-1.1837123327881494,-0.3179143463442216,-0.3327310651953546,-0.0865085529415786,1.27737702205497,-0.3707804222549976,1.0728184368554738,"[np.float64(0.984286982082581), np.float64(0.6806413996099594), np.float64(-0.06027551844444388), np.float64(-0.5159988945251526), np.float64(0.6671166250333769), np.float64(0.9750796377972718), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(-0.3179143463442216), np.float64(-0.33273106519535467), np.float64(-0.08650855294157868), np.float64(1.27737702205497), np.float64(-0.3707804222549976), np.float64(1.0728184368554738)]",0,1.5892430106716238,0.19654432655788173
S1390,14.2,96.6,49.9,7.0,2.6,2.28,1,Bachelor,2.03,39.5,Fail,F,High Risk,1,0,3,0,3.28,3.29,0.09,13.72,-0.6146418154354543,1.2564137221161722,-0.873689339639022,-0.0343999263016767,-0.1051878725741445,-0.6901831962257311,0.8509629433967631,-0.0774391245749257,-0.209323914160048,-0.1106028551751084,-0.6561791743818904,-0.2750546578667354,-0.3955486535345571,-0.7164924486184604,"[np.float64(-0.6146418154354543), np.float64(1.2564137221161722), np.float64(-0.873689339639022), np.float64(-0.034399926301676716), np.float64(-0.10518787257414451), np.float64(-0.6901831962257311), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.20932391416004803), np.float64(-0.11060285517510847), np.float64(-0.6561791743818904), np.float64(-0.27505465786673544), np.float64(-0.39554865353455715), np.float64(-0.7164924486184604)]",0,-0.47558232581199605,-0.32080113609771715
S1391,11.0,92.3,74.2,7.8,9.1,1.84,1,Bachelor,1.93,37.9,Fail,F,High Risk,1,0,3,0,6.18,4.67,0.7,10.15,-0.949058295962102,0.9348785290282868,0.3852887402990835,0.5159988945251526,2.4048017446503,-1.2907697921028791,0.8509629433967631,-0.0774391245749257,0.0693594958701319,0.0569036638565525,0.1711995853290384,-0.718074729594992,-0.6432309663301469,-0.8561459811432554,"[np.float64(-0.949058295962102), np.float64(0.9348785290282868), np.float64(0.3852887402990835), np.float64(0.5159988945251526), np.float64(2.4048017446503), np.float64(-1.2907697921028791), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(0.06935949587013193), np.float64(0.05690366385655256), np.float64(0.17119958532903842), np.float64(-0.718074729594992), np.float64(-0.6432309663301469), np.float64(-0.8561459811432554)]",0,-1.3400126135577097,0.4173113556085318
S1392,24.9,87.6,51.4,7.0,0.1,1.97,0,Master,2.25,48.9,Fail,F,Medium Risk,2,0,3,2,1.98,1.91,0.01,21.81,0.5035632913255246,0.5834330854205978,-0.7959746433465463,-0.0343999263016767,-1.0705684945835463,-1.1133237524119035,-1.1751393027860062,1.028834083638298,-0.3342509600356459,-0.2781093742067695,-0.764687864180045,0.7288759808676047,0.1493524346157413,0.1039720549647093,"[np.float64(0.5035632913255246), np.float64(0.5834330854205978), np.float64(-0.7959746433465463), np.float64(-0.034399926301676716), np.float64(-1.0705684945835465), np.float64(-1.1133237524119037), np.float64(-1.1751393027860062), np.float64(1.0288340836382979), np.float64(-0.3342509600356459), np.float64(-0.2781093742067695), np.float64(-0.764687864180045), np.float64(0.7288759808676047), np.float64(0.14935243461574138), np.float64(0.10397205496470933)]",0,1.0343041118933867,-0.4518727015481812
S1393,6.8,96.0,100.0,6.3,0.9,2.41,1,PhD,2.23,43.4,Fail,F,Medium Risk,3,0,3,2,12.82,5.88,0.04,6.53,-1.3879799266533273,1.2115483463364676,1.721981516529664,-0.5159988945251526,-0.7616466955405379,-0.5127371565347549,0.8509629433967631,2.1351072918515213,0.7074484071116475,0.2037753218480814,-0.7239971055057369,-1.1672995642326076,0.0998159720566233,-0.376086963089273,"[np.float64(-1.3879799266533273), np.float64(1.2115483463364676), np.float64(1.7219815165296641), np.float64(-0.5159988945251526), np.float64(-0.7616466955405379), np.float64(-0.5127371565347549), np.float64(0.8509629433967631), np.float64(2.1351072918515213), np.float64(0.7074484071116475), np.float64(0.20377532184808145), np.float64(-0.7239971055057369), np.float64(-1.1672995642326076), np.float64(0.09981597205662333), np.float64(-0.37608696308927303)]",0,-1.3394749921542688,-2.027229184695634
S1394,38.3,97.5,67.7,6.8,2.8,2.52,1,High School,2.12,77.1,Pass,B,Low Risk,0,1,0,1,1.72,1.22,0.07,37.34,1.9039323035308624,1.32371178578573,0.0485250563650224,-0.1719996315083841,-0.0279574228133924,-0.3625905075654679,0.8509629433967631,-1.1837123327881494,-0.3592363692107655,-0.3618626337226001,-0.6833063468314289,2.6560753405146147,-0.1726345720185253,2.5653655657142185,"[np.float64(1.9039323035308624), np.float64(1.32371178578573), np.float64(0.04852505636502245), np.float64(-0.17199963150838418), np.float64(-0.02795742281339246), np.float64(-0.36259050756546796), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.3592363692107655), np.float64(-0.3618626337226001), np.float64(-0.6833063468314289), np.float64(2.6560753405146147), np.float64(-0.17263457201852536), np.float64(2.5653655657142185)]",0,3.599223522404279,-0.9462770372372625
S1395,31.8,100.0,57.7,6.9,1.1,2.18,1,High School,2.41,53.5,Pass,D,Medium Risk,0,1,2,2,1.76,1.49,0.0,31.8,1.2246488274611094,1.5106508515345007,-0.4695729189181484,-0.1031997789050301,-0.6844162457797857,-0.8266801498341734,0.8509629433967631,-1.1837123327881494,-0.3553924601069009,-0.3290896191294489,-0.7782514504048142,1.9685876101576,0.5456441350886857,0.5054759609734947,"[np.float64(1.2246488274611094), np.float64(1.5106508515345007), np.float64(-0.4695729189181484), np.float64(-0.10319977890503014), np.float64(-0.6844162457797857), np.float64(-0.8266801498341734), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.35539246010690095), np.float64(-0.32908961912944895), np.float64(-0.7782514504048142), np.float64(1.9685876101576), np.float64(0.5456441350886857), np.float64(0.5054759609734947)]",0,2.5075769476093948,-0.9038367677721191
S1396,15.3,89.7,68.7,6.4,3.8,1.76,1,Master,2.0,53.5,Pass,D,Medium Risk,2,1,2,2,4.21,2.8,0.39,13.72,-0.4996861502544188,0.7404619006495657,0.1003348538933395,-0.4471990419217985,0.3581948259903683,-1.3999673549896334,0.8509629433967631,1.028834083638298,-0.1199530274951971,-0.1700798075849011,-0.2492715876388105,-0.2750546578667354,-0.4698533473732336,0.5054759609734947,"[np.float64(-0.49968615025441887), np.float64(0.7404619006495657), np.float64(0.10033485389333953), np.float64(-0.4471990419217985), np.float64(0.35819482599036834), np.float64(-1.3999673549896334), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(-0.11995302749519719), np.float64(-0.17007980758490118), np.float64(-0.24927158763881058), np.float64(-0.27505465786673544), np.float64(-0.46985334737323364), np.float64(0.5054759609734947)]",0,-0.18483407459786186,-0.35267289545454844
S1397,2.9,77.5,38.1,6.6,4.3,2.44,1,Bachelor,1.73,31.0,Fail,F,High Risk,1,0,3,0,9.77,12.83,0.97,2.25,-1.7955500122951795,-0.1718007402044353,-1.485044950473163,-0.3095993367150916,0.5512709503922487,-0.4717880704522223,0.8509629433967631,-0.0774391245749257,0.4143503379419754,1.047376993782896,0.5374164133978102,-1.698427269273767,-1.1385955919213266,-1.4584018401564331,"[np.float64(-1.7955500122951797), np.float64(-0.1718007402044353), np.float64(-1.4850449504731633), np.float64(-0.30959933671509166), np.float64(0.5512709503922487), np.float64(-0.4717880704522223), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(0.4143503379419754), np.float64(1.047376993782896), np.float64(0.5374164133978102), np.float64(-1.698427269273767), np.float64(-1.1385955919213266), np.float64(-1.4584018401564331)]",0,-3.310526886646549,0.7676964797215555
S1398,33.5,82.2,45.6,9.4,0.3,2.95,0,Bachelor,2.25,47.1,Fail,F,Medium Risk,1,0,3,2,1.32,1.92,0.05,27.54,1.4023075827408908,0.1796447034032537,-1.0964714690107853,1.6167965361788117,-0.9933380448227944,0.2243463929508364,-1.1751393027860062,-0.0774391245749257,-0.397675460249411,-0.2768955588514676,-0.7104335192809677,1.4399418102801846,0.1493524346157413,-0.0531381691256846,"[np.float64(1.4023075827408908), np.float64(0.17964470340325375), np.float64(-1.0964714690107853), np.float64(1.6167965361788117), np.float64(-0.9933380448227944), np.float64(0.22434639295083642), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.397675460249411), np.float64(-0.27689555885146766), np.float64(-0.7104335192809677), np.float64(1.4399418102801846), np.float64(0.14935243461574138), np.float64(-0.05313816912568464)]",0,1.843818819547955,0.005865792682847316
S1399,18.9,98.1,89.0,7.8,2.2,3.28,1,Bachelor,3.13,57.9,Pass,D,Medium Risk,1,1,2,2,4.47,2.79,0.04,18.54,-0.1234676096619402,1.3685771615654343,1.1520737437181765,0.5159988945251526,-0.2596487720956488,0.6747863398586973,0.8509629433967631,-0.0774391245749257,-0.0949676183200776,-0.171293622940203,-0.7239971055057369,0.3230844865955042,2.328956787216933,0.8895231754166805,"[np.float64(-0.12346760966194022), np.float64(1.3685771615654345), np.float64(1.1520737437181763), np.float64(0.5159988945251526), np.float64(-0.2596487720956488), np.float64(0.6747863398586973), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.09496761832007762), np.float64(-0.17129362294020306), np.float64(-0.7239971055057369), np.float64(0.32308448659550426), np.float64(2.328956787216933), np.float64(0.8895231754166805)]",0,1.713508428604345,-2.0821799870158477
S1400,32.4,67.7,51.9,6.6,2.1,2.35,0,Bachelor,1.59,55.8,Pass,D,Medium Risk,1,1,2,2,1.55,1.4,0.68,21.93,1.2873519175598556,-0.904601877939616,-0.7700697445823877,-0.3095993367150916,-0.2982639969760249,-0.5946353286998207,-1.1751393027860062,-0.0774391245749257,-0.3755729829021899,-0.340013957327166,0.1440724128794999,0.7437674118500672,-1.4853508298351523,0.7062279139778871,"[np.float64(1.2873519175598556), np.float64(-0.9046018779396161), np.float64(-0.7700697445823877), np.float64(-0.30959933671509166), np.float64(-0.2982639969760249), np.float64(-0.5946353286998207), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.3755729829021899), np.float64(-0.340013957327166), np.float64(0.1440724128794999), np.float64(0.7437674118500672), np.float64(-1.4853508298351525), np.float64(0.7062279139778871)]",0,0.7621270375787887,1.2394394688530899
S1401,4.1,85.5,44.1,8.0,1.4,2.47,1,PhD,2.18,34.7,Fail,F,High Risk,3,0,3,0,8.65,11.67,0.2,3.51,-1.670143832097687,0.4264042701916308,-1.1741861653032608,0.65359859973186,-0.5685705711386575,-0.4308389843696891,0.8509629433967631,2.1351072918515213,0.306720883033768,0.9065744125678769,-0.5069797259094277,-1.5420672439579115,-0.0240251843411712,-1.1354530461928447,"[np.float64(-1.6701438320976867), np.float64(0.42640427019163085), np.float64(-1.1741861653032608), np.float64(0.65359859973186), np.float64(-0.5685705711386575), np.float64(-0.43083898436968915), np.float64(0.8509629433967631), np.float64(2.1351072918515213), np.float64(0.30672088303376804), np.float64(0.9065744125678767), np.float64(-0.5069797259094277), np.float64(-1.5420672439579117), np.float64(-0.024025184341171235), np.float64(-1.1354530461928447)]",0,-2.301072997309742,-0.6790471790755024
S1402,14.0,74.1,75.7,6.5,8.1,2.06,1,PhD,1.87,51.5,Pass,D,Medium Risk,3,1,2,2,5.05,3.1,2.1,10.37,-0.6355428454683697,-0.4260378696227638,0.4630034365915591,-0.3783991893184451,2.0186494958465397,-0.9904764941643048,0.8509629433967631,2.1351072918515213,-0.0392309363140416,-0.1336653469258444,2.0701016567967443,-0.690773772793811,-0.7918403540075004,0.3309090453175011,"[np.float64(-0.6355428454683697), np.float64(-0.4260378696227638), np.float64(0.4630034365915591), np.float64(-0.3783991893184451), np.float64(2.0186494958465393), np.float64(-0.9904764941643049), np.float64(0.8509629433967631), np.float64(2.1351072918515213), np.float64(-0.03923093631404163), np.float64(-0.13366534692584442), np.float64(2.0701016567967443), np.float64(-0.690773772793811), np.float64(-0.7918403540075004), np.float64(0.3309090453175011)]",0,-1.2459887821804385,1.7282408366715236
S1403,20.1,80.4,88.7,8.8,5.3,2.77,0,Master,2.67,62.0,Pass,D,Low Risk,2,1,2,1,4.2,2.96,1.04,16.16,0.001938570535553,0.0450485760641391,1.1365308044596814,1.20399742055869,0.9374231991960096,-0.0213481235443608,-1.1751393027860062,1.028834083638298,-0.1209140047711633,-0.1506587619000709,0.6323615169711956,0.02773777211,1.1896181483572192,1.247385352511467,"[np.float64(0.001938570535553035), np.float64(0.0450485760641391), np.float64(1.1365308044596814), np.float64(1.2039974205586899), np.float64(0.9374231991960095), np.float64(-0.021348123544360897), np.float64(-1.1751393027860062), np.float64(1.0288340836382979), np.float64(-0.1209140047711633), np.float64(-0.1506587619000709), np.float64(0.6323615169711956), np.float64(0.027737772110000045), np.float64(1.1896181483572192), np.float64(1.2473853525114673)]",0,0.9167465797159985,-0.337645038979345
S1404,20.5,99.2,79.4,7.6,3.6,2.12,0,High School,2.48,62.9,Pass,D,Low Risk,0,1,2,1,3.69,2.51,0.03,20.34,0.0437406306013838,1.4508303504948945,0.6546996874463326,0.3783991893184451,0.2809643762296163,-0.9085783219992392,-1.1751393027860062,-1.1837123327881494,-0.1699238458454363,-0.205280452888656,-0.7375606917305063,0.5464559513324404,0.7190217540455983,1.3259404645566644,"[np.float64(0.043740630601383876), np.float64(1.4508303504948943), np.float64(0.6546996874463326), np.float64(0.3783991893184451), np.float64(0.2809643762296163), np.float64(-0.9085783219992392), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(-0.16992384584543635), np.float64(-0.20528045288865607), np.float64(-0.7375606917305063), np.float64(0.5464559513324404), np.float64(0.7190217540455983), np.float64(1.3259404645566644)]",0,1.4947903575034744,-1.496480049192891
S1405,15.5,82.9,84.9,6.8,3.8,3.26,1,Master,2.66,46.3,Fail,F,Medium Risk,2,0,3,2,5.15,2.94,0.65,12.85,-0.4787851202215034,0.2319876418129097,0.9396535738520764,-0.1719996315083841,0.3581948259903683,0.6474869491370087,0.8509629433967631,1.028834083638298,-0.0296211635543801,-0.1530863926106747,0.1033816542051918,-0.383017532489588,1.1648499170776607,-0.1229649353880824,"[np.float64(-0.47878512022150344), np.float64(0.23198764181290976), np.float64(0.9396535738520765), np.float64(-0.17199963150838418), np.float64(0.35819482599036834), np.float64(0.6474869491370087), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(-0.029621163554380197), np.float64(-0.1530863926106747), np.float64(0.10338165420519188), np.float64(-0.383017532489588), np.float64(1.1648499170776607), np.float64(-0.12296493538808244)]",0,0.015713295948030843,-0.4492412614446228
S1406,26.2,80.7,49.9,7.7,1.9,1.37,0,High School,1.98,40.4,Fail,F,Medium Risk,0,0,3,2,1.83,2.0,0.37,21.14,0.6394199865394753,0.0674812639539913,-0.873689339639022,0.4471990419217991,-0.3754944467367771,-1.9323054740625605,-1.1751393027860062,-1.1837123327881494,-0.348665619175138,-0.2671850360090525,-0.2763987600883492,0.6457321578821899,-0.5193898099323517,-0.6379373365732633,"[np.float64(0.6394199865394753), np.float64(0.06748126395399137), np.float64(-0.873689339639022), np.float64(0.4471990419217991), np.float64(-0.3754944467367771), np.float64(-1.9323054740625605), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(-0.348665619175138), np.float64(-0.2671850360090525), np.float64(-0.27639876008834924), np.float64(0.6457321578821899), np.float64(-0.5193898099323517), np.float64(-0.6379373365732633)]",0,0.5175429047119916,0.5064489003769823
S1407,9.3,59.6,36.6,4.6,7.6,2.51,1,High School,1.0949999999999995,20.4,Fail,F,High Risk,0,0,3,0,3.55,3.22,3.07,5.54,-1.1267170512418836,-1.5102844509656332,-1.562759646765639,-1.685596388782165,1.8255733714446591,-0.3762402029263126,0.8509629433967631,-1.1837123327881494,-0.1833775277089623,-0.1190995626622217,3.3857695205993688,-1.290153869837923,-2.711378278173324,-2.383606493133199,"[np.float64(-1.1267170512418836), np.float64(-1.5102844509656332), np.float64(-1.562759646765639), np.float64(-1.685596388782165), np.float64(1.8255733714446591), np.float64(-0.3762402029263126), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.1833775277089623), np.float64(-0.1190995626622217), np.float64(3.3857695205993688), np.float64(-1.290153869837923), np.float64(-2.711378278173324), np.float64(-2.383606493133199)]",-1,-3.7246538502009825,4.552615365649497
S1408,18.6,91.2,95.0,5.3,3.6,3.04,0,Master,2.9,56.4,Pass,D,Medium Risk,2,1,2,2,4.85,1.92,0.32,16.96,-0.1548191547113131,0.8526253400988282,1.4629325288880788,-1.2039974205586892,0.2809643762296163,0.3471936511984347,-1.1751393027860062,1.028834083638298,-0.0584504818333644,-0.2768955588514676,-0.3442166912121959,0.1270139786597495,1.7592874677870762,0.7585979886746852,"[np.float64(-0.15481915471131316), np.float64(0.8526253400988282), np.float64(1.4629325288880788), np.float64(-1.2039974205586892), np.float64(0.2809643762296163), np.float64(0.34719365119843476), np.float64(-1.1751393027860062), np.float64(1.0288340836382979), np.float64(-0.0584504818333644), np.float64(-0.27689555885146766), np.float64(-0.3442166912121959), np.float64(0.1270139786597495), np.float64(1.7592874677870762), np.float64(0.7585979886746852)]",0,1.040086288601769,-1.2905796569199264
S1409,21.2,89.7,58.5,5.2,3.9,2.95,0,High School,2.17,51.0,Pass,D,Medium Risk,0,1,2,2,2.64,1.66,0.4,19.02,0.116894235716588,0.7404619006495657,-0.4281250808954949,-1.2727972731620427,0.3968100508707444,0.2243463929508364,-1.1751393027860062,-1.1837123327881494,-0.2708264598218808,-0.3084547580893168,-0.2357080014140412,0.3826502105253539,-0.0487934156207308,0.2872673164035027,"[np.float64(0.11689423571658802), np.float64(0.7404619006495657), np.float64(-0.4281250808954949), np.float64(-1.2727972731620427), np.float64(0.39681005087074445), np.float64(0.22434639295083642), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(-0.2708264598218808), np.float64(-0.3084547580893168), np.float64(-0.23570800141404125), np.float64(0.3826502105253539), np.float64(-0.04879341562073081), np.float64(0.2872673164035027)]",0,0.5277209095244639,0.084395611108392
S1410,25.1,100.0,60.0,7.2,5.9,4.0,1,High School,2.61,34.3,Fail,F,High Risk,0,0,3,0,2.3,1.95,0.0,25.1,0.5244643213584403,1.5106508515345007,-0.3504103846030192,0.1031997789050307,1.169114548478266,1.6575644058394858,0.8509629433967631,-1.1837123327881494,-0.3034996872047295,-0.2732541127855619,-0.7782514504048142,1.1371493803034494,1.041008760679865,-1.170366429324044,"[np.float64(0.5244643213584403), np.float64(1.5106508515345007), np.float64(-0.35041038460301926), np.float64(0.10319977890503075), np.float64(1.1691145484782661), np.float64(1.6575644058394858), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.30349968720472953), np.float64(-0.27325411278556194), np.float64(-0.7782514504048142), np.float64(1.1371493803034494), np.float64(1.041008760679865), np.float64(-1.1703664293240439)]",0,1.187214132001275,-0.12986938315181257
S1411,27.1,75.4,91.6,9.6,1.0,3.08,1,High School,3.01,61.1,Pass,D,Low Risk,0,1,2,1,3.26,2.42,0.25,20.43,0.7334746216875953,-0.3288295554334022,1.2867792172918004,1.7543962413855183,-0.7230314706601618,0.4017924326418119,0.8509629433967631,-1.1837123327881494,-0.2112458687119803,-0.216204791086373,-0.4391617947855811,0.5576245245692872,2.031738011862225,1.1688302404662705,"[np.float64(0.7334746216875953), np.float64(-0.32882955543340225), np.float64(1.2867792172918004), np.float64(1.7543962413855185), np.float64(-0.7230314706601618), np.float64(0.40179243264181197), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.2112458687119803), np.float64(-0.21620479108637305), np.float64(-0.43916179478558115), np.float64(0.5576245245692872), np.float64(2.031738011862225), np.float64(1.1688302404662705)]",0,2.214582589367635,-1.3620030911247965
S1412,8.8,83.3,76.1,10.3,4.9,2.0,1,Master,1.79,47.4,Fail,F,Medium Risk,2,0,3,2,7.77,7.59,0.82,7.33,-1.1789696263241725,0.2618978923327124,0.4837273556028855,2.235995209608995,0.7829622996745054,-1.0723746663293707,0.8509629433967631,1.028834083638298,0.2221548827487478,0.4113377476047049,0.3339626200262703,-1.0680233576828584,-0.9899862042439724,-0.0269531317772858,"[np.float64(-1.1789696263241725), np.float64(0.26189789233271243), np.float64(0.48372735560288554), np.float64(2.235995209608995), np.float64(0.7829622996745054), np.float64(-1.0723746663293707), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(0.22215488274874784), np.float64(0.41133774760470493), np.float64(0.3339626200262703), np.float64(-1.0680233576828584), np.float64(-0.9899862042439725), np.float64(-0.026953131777285852)]",0,-1.5207808487804504,-0.1803216522510421
